Product Name,Product Price (EUR),Product Link,Description,Reviews
LANEBERG,249.0,https://www.ikea.com/at/de/p/laneberg-ausziehtisch-weiss-60416138/,LANEBERG Ausziehtisch - weiß 130/190x80 cm. Der Esstisch bringt ein Gefühl von Natur in den Essbereich. Farbabstufungen der rustikalen weißen Oberflächenbehandlung bringen die Holzmaserung gut zur Geltung. Robuste Konstruktion durch Tischgestell aus Massivholz. Nur für Innenräume geeignet.,"Karin: 5 stars - Tolles Produkt; Verifizierter Kauf: 5 stars - Schöner Tisch, bin sehr zufrieden, hab eine Glasplatte drauf, schaut super aus.; Verifizierter Kauf: 5 stars - Passt alles wie es sein soll.; Antonella: 3 stars - Nicht sehr gut ,die Platte qualität ist sehr schlecht; Verifizierter Kauf: 5 stars - Super schöner Tisch leider katastrophal beim aufbauen aber es lohnt sich; Antonella: 5 stars - Der Tisch ist wunderbar verarbeitet und leicht aufzubauen. Alles passt und sieht gut aus. Das Auszugsystem ist toll. Die Platte gleitet wie auf Schienen. Die Mechanik ist wesentlich besser als bei unserem vorherigem Echtholztisch. Klare Kaufempfehlung.; Antonella: 5 stars - Sehr zufrieden, saubere Ausführung"
DOCKSTA,179.0,https://www.ikea.com/at/de/p/docksta-tisch-weiss-weiss-s19324995/,"DOCKSTA Tisch - weiß/weiß 103 cm. Die runde Form des Tisches eignet sich hervorragend für ein geselliges Beisammensein, da alle sich gegenseitig sehen können. Dieser Tisch passt zu den TOBIAS, LIDÅS, ÖSTANÖ und KRYLBO Stühlen in einem anderen Stil. Bietet 4 Personen Platz.","Antonia: 5 stars - Ich hatte ein paar Schwierigkeiten beim Aufbau, aber muss hier zugeben, ich lese meistens erst nachher genau nach. Zwar musste ich 2x kurz retour, der Tisch war aber in gut 15 Minuten aufgebaut. Erst hat die Tischplatte noch gewackelt, ich habe dann erst die Schraube in der Mitte so richtig nachgezogen, danach war alles stabil und nichts rührt sich mehr. Ich bin super happy, hatte schon lange nach so einem Modell gesucht und Preis/Leitung sind unschlagbar."
MALM,199.0,https://www.ikea.com/at/de/p/malm-bettgestell-hoch-blau-s09559989/,"MALM Bettgestell hoch - blau 140x200 cm. Dieses vielseitige Bettgestell wird großartig aussehen mit den Textilien und Schlafzimmermöbeln, die du passend dazu auswählst. Unter dem Bettgestell lässt sich leicht staubsaugen, um den Bereich sauber und staubfrei zu halten.","Sabine: 3 stars - Leider kann man das Bett nicht mehr schnell mit dem Akku Schrauber aufbauen sondern muss dazu das von Ikea mitgelieferte Werkzeug benutzen. Das dauert länger und ist umständlicher.; Filiz-Melissa: 2 stars - Optisch wunderschönes Bett aber der Horror.. grade mal eine Nacht darin geschlafen und Mann und Kinder waren ständig durch das knarren munter, egal wie man sich dreht und wendet nur am knacksen als würde es jeden Moment zusammen brechen.. wird auf alle Fälle retour geschickt. Zwei Sterne nur weil es schön und clean aussieht. Schade; Birgit: 5 stars - Bereits das dritte Malm Bett welches wir gekauft haben. Sind sehr zufrieden.; Anita: 5 stars - Sehr gut; Claudia: 1 stars - Leider schon nach ein paar Wochen quietscht und knarrt ! 
Es ist unglaublich unangenehm, es gibt Geräusche bei der kleinsten Bewegung. 
Ich wünsche eine Lösung und ich bitte um kurzfristige Rückmeldung.; Klaudia: 1 stars - Das Bett wurde fachmännisch aufgebaut. Nach 3 1/2 Wochen Nutzung krachte es vollständig unter einem 10 kg Kind nachts beim schlafen zusammen und sorgte für Riesen Schreck. Bett ist kaputt und Kind traut sich nicht mehr zu schlafen. Geht absolut gar nicht.; Thomas: 4 stars - good looking; Claudia: 5 stars - Stabiles Bett, einwandfrei.; Johann: 1 stars - Prinzipiell sehr schönes Bett, jedoch quietscht und knarrt es wie verrückt und nichts hilft. Auch nach zig Mails keine Reaktion von IKEA. Schade. Wenn ihr ruhig schlafen wollt, sucht euch ein anderes Bett.; Gerlinde: 5 stars - Traumhaft; Verifizierter Kauf: 2 stars - Seit nicht mal einem Jahr haben wir dieses Bett! Prinzipiell mag ich es ABER und das ist nicht gut, es quietscht seit paar Monaten , wir haben schon alle probiert , es quietscht und knarrt, ich könnte durchdrehen!! Liebes Ikea Team kann man das nach 11 Monaten zurückbringen?; Antonella: 4 stars - Gut und gut und gut und dan auch sehr schön; Antonella: 5 stars - Ich bin sehr zufrieden mit diese Bett; Bauer: 5 stars - Noch immer sehr zufrieden; Antonella: 1 stars - Nach gut 6 Jahren ist heute das Bett zusammengebrochen. Grund dafür ist, dass auf der linken Seite die Metallschiene, auf der das Lattenrost aufliegt, abgebrochen ist. Dabei ist auch der Rahmen an der Seite einmal komplett längs durchgebrochen. Mir hat das Bett sonst wirklich gut gefallen aber es ist schon schade, dass in Zeiten von Nachhaltigkeit so etwas passiert. Ich bin von der Qualität sehr enttäuscht.; Antonella: 2 stars - Leider löste sich die schwarzbraune Oberfläche an einer Kante bereits nach wenigen Monaten, das darf nicht einmal bei diesem Preis passieren! Sehr schlechte Qualität.; Antonella: 2 stars - Hab vor ca. 7 Jahren dieses Bett gekauft. Montiert. Super happy. (Ich bin Ikea Veteranin und kann wirklich alles montieren, hab ein Faible für werken und hämmern.) Vor ca. 2 Jahren hat es dann begonnen zu quietschen. Anfangs gig's noch, versucht die Schrauben nachzuziehen, hat eigentlich nix gefehlt. Das wurde immer ärger (schlafstörend!) und gestern dann der Hit: es ist unter mir zusammengebrochen!!! Ok, ich wiege 80 kg, aber das sollte ein Bett schon aushalten!!! Schwer enttäuscht.; Antonella: 3 stars - Das Bett finde ich total schön und auch von der Funktion her gut. Aber leider knarrt es wirklich extrem. Wir haben es für unsere kleineTochter gekauft... Man kann (egal wie) einfach nicht lautlos aus dem Bett steigen oder sich auch nur umdrehen. Das ist leider sehr ärgerlich... Wenn diese mega Geknarze nicht wäre es echt super.; Antonella: 2 stars - Habe mich sehr auf das Bett gefreut mein anderes weg geschmiessen da es sehr quitschte und jetzt hab ich dieses und es quitscht schon nach knapp 3 Wochen, leider hab ich nur die Rechnung hoffe es bestät Umtauschrecht bei Produkten ohne Verpackung :( bin normalerweise eine sehr zufriedene Kundin habe ja sonst alles bei Ikea gekauft.; Antonella: 4 stars - Der Aufbau des Betts war unproblematisch, es sieht sehr schön und stabil aus und war zudem im Preis nicht zu teuer. Einziger Makel, trotz festem Verschrauben der 4 Querstreben neben dem Mittelbalken haben sie unerträgliche Geräusche gemacht die bei jedem umdrehen im Bett hörbar waren. Habe diese daher mittlerweile entfernt, jetzt quietscht und knarrt nichts mehr."
SLATTUM,99.0,https://www.ikea.com/at/de/p/slattum-bettgestell-gepolstert-vissle-dunkelgrau-00571245/,"SLATTUM Bettgestell, gepolstert - Vissle dunkelgrau 140x200 cm. Lässt sich bequem nach Hause mitnehmen, da das gesamte Bettgestell inklusive Federholzrahmen in 1 flaches Paket verpackt ist. Dank der unkomplizierten Montage schnell einsatzbereit – wahrscheinlich einfacher als du denkst!","Antonella: 3 stars - Sehr gut für die Preise. Es war sehr schwer zu bauen und ich würde mir wunschen wenn ich die Stoff wegnehmen könnte. Es ist nicht für 2 Single Matratze geeignet, es rutscht.; Antonella: 3 stars - Wir haben uns das Bettgestell gekauft und uns von einem IKEA-Mitarbeiter versichern lassen, dass generell alle IKEA-Lattenroste und -Matratzen in jedes IKEA-Bett passen, sofern die Maße passen. Das stimmt in diesem Fall nicht! Wir haben uns aufgrund des hier enthaltenen schlechten Lattenrostes das Modell LÖNSET (2x) dazugekauft und mussten nach einem 2-stündigen Aufbau dessen bemerken, dass das Bett SLATTUM nicht für andere Lattenroste gemacht ist! Sollte in der Beschreibung ausdrücklich ergänzt werden, schließlich wird es mehrere Kund*innen geben, die sich zu diesem Bett einen qualitativeren Lattenrost wünschen würden. Wir zumindest hoffen auf entsprechende Lösungsvorschläge vom Kundenservice.; Antonella: 3 stars - Leider, auch nach mehrmaligem Nachziehen der Schrauben und vieles mehr, quitscht das Bett enorm. Ich habe sogar extra einen anderen Lattenrost dazu gekauft da ich das Bett ansonsten echt toll finde. Aber leider half auch das nichts. An was das wohl liegen könnte? Ich bin so ein Ikea-Fan und war bisher mit allem zufrieden, habe die ganze Wohnung inkl. Küche von Ikea augestattet. Aber leider dieses Bett...es quitscht und geht somit wahrscheinlich zurück.; Antonella: 2 stars - Wir haben das Bett vor ein paar Monaten gekauft , Aufbau hat gut funktioniert, aber schon ein paar Tage später hat es angefangen zu knarren und ist immer schlimmer geworden. Wir haben natürlich alle Schrauben nachgezogen (so fest es geht), dann war es eine Weile wieder besser, hat aber leider nicht gehalten. Wir haben inzwischen drei Mal alles nachgezogen, das Bett genau inspiziert, Filzgleiter an die Bettfüße gegeben etc., aber es knarrt schon wieder bei jeder kleinsten Bewegung. Erholsamer Schlaf ist so leider nicht möglich und wir werden das Bett wohl zurückgeben müssen und uns was anderes suchen. Schade!; Antonella: 1 stars - Mein Ehemann und ich haben uns für dieses Bett entschieden, weil wir mit unserem altem Ikea-Bett sehr zufrieden waren und weil wir jetzt ein Bett mit Kopfpolsterung haben wollten. Wir haben das Bett vor drei Monaten gekauft (180x200). Das Bett quietscht bei der kleinsten Bewegung wie verrückt! Wir müssen dazu sagen, dass wir beide sehr schlank sind und nicht viel wiegen. Die Geräusche sind sehr störend. Man wird davon immer wach. Morgens wird man davon immer müde. Wir können dieses Bett nicht empfehlen."
RAMNEFJÄLL,239.0,https://www.ikea.com/at/de/p/ramnefjaell-bettgestell-gepolstert-kilanda-hellbeige-luroey-s29560171/,"RAMNEFJÄLL Bettgestell, gepolstert - Kilanda hellbeige/Luröy 180x200 cm. Dieses gepolsterte Bettgestell bringt einen Hauch von Gemütlichkeit in dein Schlafzimmer. Komfort in der Nacht und Stil rund um die Uhr. Die Rückseite des Kopfteils ist mit grauem Stoff bezogen. Inkl. Mittelbalken.",
MALM,429.0,https://www.ikea.com/at/de/p/malm-bettgestell-hoch-mit-2-schubkaesten-blau-leirsund-s19559936/,"MALM Bettgestell hoch mit 2 Schubkästen - blau/Leirsund 160x200 cm. Unter dem Bett verbirgt sich ein großer Stauraum in Form von 2 großen Bettkästen. Ideal zum Verwahren von Decken, Kissen und Bettwäsche. Dank der Rollen an der Unterseite einfach hervorzuziehen.","Antonella: 1 stars - Grundsätzlich ein tolles Bett, nur nach einen halben Jahr hat es zu quietschen begonnen, auch nach nachziehen und ab und neuaufbauen ist es nicht besser geworden. Daher kann ich es leider nicht empfehlen. Auch wenn die Optik und der Stauraum ganz gut umgesetzt wurden.; Nora: 5 stars - Alles super für den Preis; Sabine: 5 stars - Top; Antonella: 5 stars - Mein Sohn hat dieses Bett mit Schubladen und wir sind sehr zufrieden damit. In den Schubladen lässt sich viel verstauen.; Berkay: 1 stars - I bought my Malm bed in March 2021 and was quite satisfied in the first couple of months. However, it started squeaking and making annoying noises which drastically reduced the sleep quality. It has been squeaking for more than a month. I tried to call the customer support several times. Waiting times are incredibly long (> 20 mins) and I find it very difficult to actually talk to a customer representative. I managed to connect to a customer representative twice and told them about my problem. The first one told me that he will ask a colleague and put on me on hold for 15 minutes then the line got disconnected after waiting for 15 minutes. The second one told me that she will write me an e-mail, so I can reply it with the pictures of my bed and they will see what they can do. Unfortunately, she never sent this e-mail. The bottomline is, besides the problem of the bed, it is really frustrating not to get any support.; Antonella: 5 stars - Alles passt..................."
MALM,499.0,https://www.ikea.com/at/de/p/malm-bettgestell-mit-aufbewahrung-weiss-90404799/,MALM Bettgestell mit Aufbewahrung - weiß 140x200 cm. Im Stauraum unter der Liegefläche kannst du von Decken und Kissen bis Winter-/Sommerkleidung alles Mögliche unterbringen. Oder das Bügelbrett vielleicht? Matratze und Bettzeug separat erhältlich. Mittelbalken und Lattenrost inklusive.,"Gianina: 5 stars - Gute Qualität; Michaela: 4 stars - Super Bett für das Kinderzimmer; Stefan: 5 stars - Ich hatte das Bett zuerst in schwarz und musste es dann auf Weiß umwechseln. Das Bett ist sehr stabil, hat Stauraum ohne Ende und bei mir quietscht es nicht und steht sehr stabil trotz welligen Boden. Ich bin allerdings sehr erfahren im Möbelbau. Wenn mein großer Sohn auszieht, bekommt er genau das gleiche Bett auch nochmal, ich hab bis jetzt kein besseres wo gesehen; Manuela: 4 stars - Ich habe nun das Bett 2 Jahre,und sogar bereits 1x übersiedelt,... wir sind auchkeine leichtgewichte und es knarrt oder quietscht gar nicht, nur leider haben von anfang an, die Feder nicht funktionier,(bekommt man die als Ersatzteil extra?) ein dennoch Top Bett, würde es sofort wieder kaufen; Wolfgang: 5 stars - Das Bett bietet enorm viel Stauraum, wir haben im Winter die gesamte Ski & Skitourenausrüstung dort gelagert. Das Bett knarrt bei mir überhaupt nicht. Die Gasfedern könnten stärker sein, für meine Freundin ist der Hebemechanismus zu schwer zu bedienen. Das liegt aber vermutlich primär an der schweren Matratze.
Beim Aufbau muss man wirklich sehr genau sein, wir haben gefühlt das Bett zwei mal aufgebaut.; Nizar: 2 stars - Es ist sehr schade dass es nach mehrmals befestigen von schrauben noch immer quietscht, und jedes mal lauter und mit weniger Bewegung. Ich habe mich oft zurück gehalten dachtend es ist nicht der Beschwerde wert, aber es ist ärgerlich einfach.; Barbara: 2 stars - Ich habe es schon eine Woche schon dass Bett bekommen und teilweise montiert aber ich habe Probleme mit der Mechanismus es läßt sich nicht zusammen klappen. Was kann ich es tun?; Alma: 5 stars - Super Bett; Alexandra: 4 stars - Gutes Jugendbett; Gabriele: 5 stars - Ist schon mein Zweites Malm! Perfekt fürs Gästezimmer weil notfalls 2 Leutchen reinpassen. Stauraum für Betten; Andreas: 4 stars - Ich hab das Bett nun schon seit ca. 3 Jahren und bin nach wie vor sehr zufrieden damit. Bei mir knarrt, knarzt und quietscht nichts. Der Stauraum ist enorm, das ist ein unschlagbarer Pluspunkt! Da geht mehr rein als in einen ganzen Abstellraum. Nun die 3 kleinen Mankos: 
1.) Leider ist der Hebemechanismus nur mit sehr viel Kraft durchzuführen, aber das liegt vermutlich mitunter an der schweren Matratze, die ich nutze. 
2.) Der Kopfteil ist nur am Bettrahmen obenauf montiert (also keine durchgängige Platte vom Boden weg), man sollte sich also nicht zu stark daran anlehnen, zB beim Lesen im Sitzen, man spürt wie die Platte nachgibt. Ab einer gewissen Belastung würde vermutlich etwas kaputt gehen.
3.) Optisch ist das Bett halt eher kein Hingucker, sondern wirkt eher wie ein globiger Klotz. Hier steht also ganz klar der (Stauraum)Nutzen im Vordergrund.; Yvonne: 2 stars - Früher hatte ich sehr viele Möbel von Ikea und alle waren ihren Preis auch wert. Leider hat sich das geändert. Hatte mir Ende August 20 ein Malmbett gekauft, finde, es sieht toll aus. Leider knackst es dort und da und die Geräusche macht es schon seit mindestens einem Jahr! Meine Tochter hatte sich, kurz vor meinem Kauf, viell. das Doppelbett gekauft, auch dieses kracht und knarzt aber das wusste ich leider nicht, sonst hätte ich das Bett nicht gekauft.

Mein Mann und ich haben alles mögliche versucht, um die Geräusche los zu werden! ZB. Schrauben etwas gelockert, zwischen den Lattenrosten Stoff legen, Schraubverbindungen ölen,...
Nichts half!

Leider ging es mir auch mit dem Kauf diverser anderer Möbel und Einrichtungsgegenstände nicht besser, die Hövag Matratze war nach etwa nem halben Jahr durchgelegen, auch die Hövag meiner Tochter! Haben sie gedreht, geht ja nur einmal! Jetzt hab ich sowas von Kreuzschmerzen und das Ding ist durch. Sauerei; Stefan: 1 stars - Wir haben dieses Bett am 07.01.21 gekauft, und jetzt nach nicht mal einem Jahr ist es reif für den Müll. Es knarrt und quietscht bei jeder Bewegung. Ruhig schlafen ist nicht möglich. Das System ist eigentlich nicht schlecht gemacht, aber nicht für den Alltag bestimmt, höchstens als Gästebett. Laut Kundenservice muss ich sogar selbst zum nächsten IKEA fahren, und dort reklamieren, obwohl ich Online Bestellt habe, und ich würde nur das selbe Produkt nochmals bekommen, NEIN DANKE! Überlegt euch gut dieses Bett zu kaufen, der Preis ist selbst für 1 Jahr Nutzung zu viel. IKEA ich bin von euch enttäuscht, und das obwohl dieser Fehler angeblich seit Jahren existiert.; Margarete: 5 stars - leider lässt sich das bett sehr schwer hinunterdrücken; Antonella: 3 stars - Vor 2 Monaten gekauft, anfangs sehr zufrieden. Das Bett hat viel Stauraum - deswegen haben wir uns dafür entschieden. Nur quietscht es jetzt leider bei jeder Bewegung. Auch das nachziehen der Schrauben hat leider nicht geholfen.; Antonella: 5 stars - Vor 3 Wochen gekauft, war einfach zu montieren, bisher hat keine Problemen aufgetaucht. Es ist wirklich stabil, genug breit, quetscht nicht, bequem, also einfach perfekt. Ich hoffe unsere neue Bett für lange Zeit genau so gut beim guten Schlafen uns unterstützen wird. :); Antonella: 5 stars - Hab das bett nun ca 1 monat, und bin richtig Happy damit, bequem und der stauraum ist einfach top; Verifizierter Kauf: 5 stars - Ich bin immer noch begeistert und liebe mein Bett; Verifizierter Kauf: 5 stars - Gekauft und super zufrieden.; Verifizierter Kauf: 5 stars - Ich liebe dieses Bett, super Staurraum"
BJÖRKSNÄS,599.0,https://www.ikea.com/at/de/p/bjoerksnaes-bettgestell-birke-birkenfurnier-s19501733/,BJÖRKSNÄS Bettgestell - Birke/Birkenfurnier 180x200 cm. Rundum bestens verarbeitet. Warum sollte es also nicht als Blickfang mitten im Raum stehen? Dank der 2 Polster am Kopfende sitzt man sehr bequem im Bett. Durch verstellbare Bettseiten können Matratzen in verschiedenen Stärken verwendet werden.,"Katrin: 5 stars - War aus der Fundgrube; Nicole: 5 stars - Habe es jetzt knapp 4 Jahre und bin immer noch sehr zufrieden. Knarzt nicht und auch, dass ich es schon einmal halb zerlegt und wieder aufgebaut habe im anderen Zimmer, hat ihm nichts ausgemacht.
Konnte alleine aufgebaut werden.; Gabriel: 3 stars - Leider kann man die Polster nicht nachbestellen wenn man mal neue braucht. Ersatzteile sind teilweise nicht verfügbar. Bei einem Produkt, das noch immer verkauft wird, sollte sowas nicht vorkommen.; Antonella: 3 stars - Das Bett selbst gefällt mir gut und macht einen wertigen Eindruck. Was aber absolut minderwertig ist, sind die mitgelieferten Schrauben! Ein mal zu fest gedreht und schon ist etwas vermurkst! Das Schraubmaterial wird einen zweiten Ab- und Aufbau nicht unbeschadet überstehen! Nach nur ein mal rein- und rausdrehen war bei einer Schraube das Gewinde schon so vermurkst, dass sich gar nichts mehr bewegt hat! IKEA bietet zwar einen Service an, bei dem Schrauben kostenfrei nachbestellt werden können, nur wenn die handelnden Personen nicht dazu im Stande sind, in das Paket auch das reinzugeben, was bestellt wurde bringt das auch nichts! Minderwertige Qualität in Kombination mit gedankenlosem Service ist eine äußerst schleche Kombination!; Antonella: 5 stars - I'm pleased with the style, quality and price."
SAGESUND,399.0,https://www.ikea.com/at/de/p/sagesund-bettgestell-gepolstert-graesbo-weiss-60559368/,"SAGESUND Bettgestell, gepolstert - Gräsbo weiß 140x200 cm. SAGESUND ist ein weich gepolstertes, komfortables und funktionales Bettgestell, das deinem Schlafzimmer einen modernen und einladenden Ausdruck verleiht. Der weiche Bezug aus Gräsbo Stoff sorgt für zusätzliche Bequemlichkeit.",
TARVA,169.0,https://www.ikea.com/at/de/p/tarva-bettgestell-kiefer-s69929233/,"TARVA Bettgestell - Kiefer 160x200 cm. Das robuste massive Kiefernholz ist ein lebendiges Naturmaterial - durch seine Varianten in Maserung, Farbe und Struktur wirkt jedes Stück einmalig. Unter dem Bett ist jede Menge Platz für Bettkästen – ideal zum Verstauen von zusätzlichen Decken, Kissen o. Ä.","Kathrin: 5 stars - Sehr schönes Jugendbett; Antonella: 5 stars - etwa vor über einem Jahr gekauft, und bin noch immer mehr als zufrieden. Habe eine weiße lacklasur draufgegeben und schaut recht schick aus. Habe 140*200 gekauft. Bett quietscht und knarzt überhaupt nicht und ist sehr stabil. Wackelt kein bisschen, musste auch nichts nachziehen oder so. Bin mega zufrieden.; Antonella: 5 stars - Gutes Bett für gute Preis. Und quietscht nicht! Montage geht schnell."
NEIDEN,69.99,https://www.ikea.com/at/de/p/neiden-bettgestell-kiefer-70395239/,"NEIDEN Bettgestell - Kiefer 140x200 cm. Dieses kompakte Bettgestell passt perfekt in enge Räume und ist optimal unter einem Fenster oder einer Dachschräge - so wird der Raum bestmöglich genutzt. Unter dem Bettgestell lässt sich leicht staubsaugen, um den Bereich sauber und staubfrei zu halten.","Sophie: 5 stars - Wir haben das Bett gestern Abend aufgebaut, zugegebenermaßen sind viele kleine Teile dabei, aber die Anleitung ist sehr gut verständlich und zu zweit ging es dann doch flott. 

Es quietscht nicht und es ist sehr stabil.
Es riecht etwas nach Holz aber es ist ja auch Holz.

Unsere Wahl ist auf dieses Bett gefallen, da es nicht so breit ist wie die anderen Betten in gleicher Größe. Da wir nicht so viel Platz haben war es für uns die beste Wahl.; Heidemarie: 4 stars - Preis Leistung top passt überall dazu; Antonella: 4 stars - Alleine recht schwer aufzubauen, Qualität gut; Antonella: 5 stars - Preis/ Leistung angemessen; Antonella: 5 stars - Das Massivholz Bett ist sehr stabil, trotz feinem Design. Das Preis/Leistung Verhältnis bei diesem Bett punktet sehr hoch bei mir. Sehr zufrieden!"
SÄBÖVIK,399.0,https://www.ikea.com/at/de/p/saeboevik-boxbett-komplett-fest-vissle-grau-s49385751/,"SÄBÖVIK Boxbett komplett - fest/Vissle grau 160x200 cm. Das gepolsterte Kopfteil bildet eine bequeme Rückenlehne, wenn man im Bett sitzt – ob beim Lesen oder beim genussvollen Sonntagsfrühstück im Bett. Der VISSLE Bezug aus recyceltem Polyester ist weich im Griff. Mit Matratze und Lattenrost.","Antonia: 1 stars - Gleich eine Woche nach dem Aufbau des Betts hat es angefangen zu knarzen und zu quietschen und ist extrem laut. Bei jeder einzelnen Bewegung wird man wach. AUßerdem ist die 160x200 Matratze kleiner als das Bett...; Patrick: 5 stars - Wir haben 2x 140er Betten für ein Familienbett im November 2023 gekauft. Nachdem wir die Bewertungen gelesen haben bzgl unerträglichem Quietschen und Geknarre, waren wir auf alles gefasst. Und ja, die Geräusche sind echt laut, wir haben auf der Auflagefläche von Lattenrost dann Panzertape angebracht, sodass nicht mehr Holz auf Holz gelegen ist. Seitdem Stille. Problem gelöst.
Ein Bett haben wir mit einer Ikea Matratze belegt, das andere mit einer von einer anderen Firma. Die Matratzen sind unterschiedlich groß, das schaut jetzt etwas merkwürdig aus.; Alexandra: 2 stars - Das Bett an sich ist recht bequem, nur das man nur einmal mit dem kleinen Zeh wackeln muss und das Bett knarzt so laut dass man direkt wieder aufwacht. Problem wurde im Laufe der Zeit auch noch gravierend schlechter. 
Für den Preis wirklich sehr enttäuschend; Mert: 1 stars - Bett knirscht ohne Unterbrechung.
Definitiv nicht zu empfehlen; Julia: 1 stars - Ansich ein bequemes Bett, welches ich vor einigen Jahren schon einmal hatte und zufrieden war.
Nach einigen Umzügen habe ich es erneut gekauft und musste leider feststellen, dass das Bett nach korrektem Aufbau und Nachziehen der Schrauben bei jeder kleinsten Bewegung quietscht und knarrt. Selbst im Möbelhaus selbst sehr laut. Leider nicht mehr zu empfehlen; Nuschin: 5 stars - das Bett quietscht nach korrekten Anziehen der Schrauben nicht, die Bewertungen diesbezüglich hatten mich verunsichert, bin aber erleichtert ,dass die fachgerechte Montage, das entkräftet hat.; Magdalena: 1 stars - Wer könnte mir mitteilen, wie das Knarren zu beseitigen wäre? Ein neues Bett ist einfach nicht drin!; Philip: 1 stars - Das Bett ist durchaus schön und die Matratze angenehm, die Geräuschkulisse beim Schlafen ist jedoch nicht zumutbar. Bei jeder kleinsten Bewegung knarzt das Bett, wodurch ein erholsamer Schlaf nicht möglich ist. Der Hinweis vom Kundenservice mit dem Nachziehen der Schrauben bringt absolut keinen Erfolg. Ich wollte es bereits umtauschen/zurückgeben, jedoch habe ich schlussendlich durch 5 Minuten Arbeitszeit und einem Materialwert von nicht mal 5 Euro, das Knarzen komplett beseitigen können. 
Ich bin generell begeisterter Ikea-Kunde, bei diesem Produkt habt ihr jedoch komplett versagt.; Daniela: 3 stars - das sie mir antworten dass das knarren am nachziehen der schrauben liegt, entspricht einfach nicht der wahrheit! jede einzelnze latte vom lattenrost macht laute geräusche und dies hat nichts mit der montage zu tun! sie sollten ihre produkte lieber mal überprüfen, anstatt proforma zu antworten!; Daniela: 3 stars - ich kann mich dem vorredner nur anschließen, das bett macht viele geräusche. und das wenn sogar mein hund mit 20kg kurz drauf liegt.....!! 

die matratze ist super angenehm zum schlafen, hab seither keine rückenschmerzen - dafür gibts 3 sterne, aber die geräuschkullise ist wirklich eine katastrophe. ich bin nicht zufrieden und würde es auch niemandem empfehlen und schon gar nicht nochmal bestellen. würde es am liebsten zurück schicken!; Antonella: 1 stars - Unsere erste Nacht in diesem Bett war schrecklich. Bei jeder Bewegung beginnt das Bett zu knarren. Wir sind sehr verärgert und enttäuscht. Wir hatten keine Gelegenheit, ein Bett teurer zu kaufen, aber es ist besser, ein solches Bett auch nicht zu kaufen.; Regina: 5 stars - Ich freue mich jeden Abend ins Bett zu gehen. Ich schlafe viel besser und träume auch wieder. Der Betteinstieg ist hoch und sehr empfehlenswert. Ich habe andere Betten in anderen Möbelhäusern gesehen aber IKEA ist Preis-Leistungsverhältnis besser!"
ASKVOLL,139.0,https://www.ikea.com/at/de/p/askvoll-bettgestell-weiss-s39019701/,ASKVOLL Bettgestell - weiß 140x200 cm. Durch verstellbare Bettseiten können Matratzen in verschiedenen Stärken verwendet werden. Durch das niedrige Kopfteil ist das Bett perfekt unter einem Fenster oder einer Dachschräge. Das Design passt zu vielen verschiedenen Stilen - von modern bis traditionell.,"Wiltrud: 5 stars - Ich habe dieses Bett schon mehrfach für meine Gästewohnungen gekauft (140 und 160cm breit). Der Aufbau ist sehr einfach (geht auch notfalls alleine, aber zu zweit deutlich einfacher). Das Bett ist sehr stabil, schlicht, robust, ist zeitlos im Design,... Ich persönlich würde mir ein etwas höheres Betthaupt wünschen, aber das ist nur meine persönliche Meinung (andere wiederum freuen sich wahrscheinlich über das nicht sooo hohe Betthaupt) - aber das war mir ja bewusst, als ich das Bett ausgewählt hatte. Die Höhe der Matratze kann auf 3 verschiedene Höhen eingestellt werden (je nach Montage der Schienen, auf denen der Lattenrost liegt) - das finde ich großartig! Je nach Höhe der Matratze, bzw. wie hoch man die Liegefläche will kann hier die ""Sitzhöhe"" individuell eingestellt werden. Und bei diesem Bett erreicht man eine sehr angenehme ""Sitzhöhe"" zum hinsetzen und wieder aufstehen (ich mag diese niedrigen Betten gar nicht). Auch das Putzen unter dem Bett ist gut möglich.; Antonella: 3 stars - I bought this bed including bed slats(lattenrost). Quality of bed is 5 star but i am not satisfied with the bed slats. Although i bought bed slats with this bed, the slats doesn't stays stable it's slippery and in between there is no connection in middle for slats .. i thought they will send me slats 160x200 but i got 2slats of 80x200 and it has been few month slats is slippery in between and i have to attach slats everytime with tape..i know its luroy slat cheap one but still it should be somewhat stable ..; Antonella: 5 stars - Super Bett und tolle Qualität - sehr gutes Preis- Leistungsverhältnis; Antonella: 5 stars - Preisleistung top! Zusammenbau kinderleicht ....Sieht einfach toll aus... Meine Tochter ist happy! immer wieder ikea"
